no,434507972379672587,https://i.imgur.com/aspPyeh.jpg,43
trumoo,220606145759412224,https://i.imgur.com/H5ZlyU2.jpeg,3
god,154221611166334976,https://i.imgur.com/SHCgQvE.jpeg,2
hbd2,434507972379672587,https://i.imgur.com/r92kKAH.png,35
shut up,434507972379672587,https://i.imgur.com/gjDbU4z.png,14
kevinbath,154221611166334976,https://i.imgur.com/tunPnjg.gif,4
minorities,434507972379672587,https://i.imgur.com/p1GzTV1.png,5
fancyyikes,220606145759412224,https://i.imgur.com/rE9xbPQ.jpeg,7
monday,434507972379672587,https://i.imgur.com/KfSsih4.png,49
gay,434507972379672587,https://i.imgur.com/am6f9E3.png,9
tuesday,434507972379672587,https://i.imgur.com/yd6kgHk.png,18
thumb,154221611166334976,https://i.imgur.com/0syYS2X.gif,13
daisy,154221611166334976,https://i.imgur.com/dAFnEiC.png,6
now sleep,434507972379672587,https://i.imgur.com/1OCHOnz.gif,3
tagNo,220606145759412224,https://i.imgur.com/3fYBm7t.png,11
retarded,220606145759412224,https://i.imgur.com/m5UN8na.jpeg,32
breedable,220606145759412224,https://i.imgur.com/QluVUYM.png,10
what,220606145759412224,https://i.imgur.com/hjRomzj.png,7
bye,434507972379672587,https://i.imgur.com/4frS0ZM.png,3
no problem,434507972379672587,https://i.imgur.com/yP80S9R.png,13
dontping,220606145759412224,https://i.imgur.com/Bf7YtvK.png,28
fingors,434507972379672587,https://i.imgur.com/0JuozRv.png,3
good fun,434507972379672587,https://i.imgur.com/GdB0oA9.png,1
sucess,434507972379672587,https://i.imgur.com/DWRuTXa.png,1
Jikes,230126607354953728,https://i.imgur.com/XlOU9hN.jpeg,3
old man alert,434507972379672587,https://i.imgur.com/82KvVjW.png,1
figabuse,154221611166334976,https://i.imgur.com/4JG9Xik.png,5
money making game,434507972379672587,https://i.imgur.com/ZZaoXy7.gif,2
dontspeak,220606145759412224,https://i.imgur.com/H9xjby4.png,8
chicken,434507972379672587,https://i.imgur.com/BNCOR8Y.gif,2
ban,154221611166334976,https://i.imgur.com/y7ofsnd.jpeg,3
good night,434507972379672587,https://i.imgur.com/WKMYLUF.gif,1
skillissue,154221611166334976,https://i.imgur.com/CGNRYx5.jpeg,6
unstoppable,434507972379672587,https://i.imgur.com/A75qqNU.mp4,9
good morning,434507972379672587,https://i.imgur.com/6MIKThR.gif,5
petty,340308249871908864,https://i.imgur.com/Nzkouf5.jpeg,1
bruhfish,185936558036090880,https://i.imgur.com/X4gzSND.jpeg,3
you got legs,229651386223034368,https://i.imgur.com/kRGPRNO.mp4,6
